Unnamed: 0,Floor No,Units Available,Covered Area,Carpet Area,Sqft Price,Total Amenities,Area Difference (%),Floors,Price_Millions,Possession Status,Flooring Type,Society,Furnished Type,Facing,Transaction Type,Type of Property,City,Bathroom,Parking,Bedroom,Balconies,Ownership Type
11014,7,0,700,534,32143,0,23,11,22.5001,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,0,2,0,Freehold
11015,1,0,1500,1145,26667,0,23,8,40.0005,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,3,0,3,1,Freehold
11016,2,0,599,457,23706,0,23,8,14.199894,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,1,0,1,2,Freehold
11017,4,0,700,534,13571,0,23,7,9.4997,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,1,0,1,0,Freehold
11018,2,1,1350,847,19556,0,37,12,26.4006,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,1,0,3,1,Freehold
11019,2,2,1685,1286,35608,0,23,18,13.4999095,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,4,0,3,5,Freehold
11020,4,1,630,510,14000000,1,19,6,14.0,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,0,1,1,Freehold
11021,4,0,580,442,16379,0,23,14,9.49982,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11022,5,0,1344,1026,148810,0,23,6,13.4999095,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,2,0,2,0,Freehold
11023,3,0,1400,1069,20714,0,23,12,28.9996,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,3,0,3,0,Freehold
11024,25,0,858,858,40793,0,0,36,35.000394,Ready to Move,Vitrified,N,Unfurnished,North,New Property,Apartment,Mumbai,3,0,3,3,Freehold
11025,6,0,1090,832,16514,0,23,15,18.00026,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11026,3,0,1055,805,50711,0,23,11,53.500105,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,3,0,3,1,Freehold
11027,12,0,1460,1450,47945,2,0,28,13.4999095,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,3,0,3,3,Freehold
11028,4,0,1075,820,24186,0,23,8,25.99995,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,3,0,3,1,Freehold
11029,3,0,1350,1030,24444,0,23,14,32.9994,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,3,0,3,1,Freehold
11030,3,0,1065,719,24413,0,32,9,25.999845,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,2,0,2,2,Freehold
11031,2,0,605,461,24463,0,23,7,14.800115,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11032,2,0,900,650,32222,0,27,9,28.9998,Ready to Move,Vitrified,N,Semi-Furnished,North,Resale,Apartment,Mumbai,2,0,2,1,Co-operative Society
11033,3,0,1500,1145,26667,0,23,4,40.0005,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,0,4,0,Freehold
11034,2,0,520,397,30769,0,23,5,15.99988,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11035,12,0,700,460,12857,2,34,14,8.9999,Ready to Move,Ceramic Tiles,Y,Semi-Furnished,East,Resale,Apartment,Mumbai,2,0,1,1,Freehold
11036,4,0,700,534,21429,0,23,5,15.0003,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,0,2,0,Freehold
11037,8,0,1068,815,42135,0,23,21,45.00018,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Mumbai,3,0,3,1,Co-operative Society
11038,7,0,900,585,20000,2,35,8,18.0,Ready to Move,Vitrified,N,Furnished,East,New Property,Apartment,Mumbai,2,0,2,1,Co-operative Society
11039,0,0,280,213,53571,0,23,4,14.99988,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11040,4,0,943,720,30223,0,23,13,28.500289,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,0,3,3,Freehold
11041,11,1,433,320,28868,0,26,16,12.499844,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11042,5,1,408,330,12600000,0,19,18,12.6,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11043,6,1,702,536,32764,0,23,17,23.000328,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11044,2,0,1000,670,22500,89,33,6,22.5,Ready to Move,Vitrified,N,Furnished,North,Resale,Apartment,Mumbai,2,1,2,1,Freehold
11045,7,0,1600,1221,22812,12,23,31,36.4992,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,3,1,3,4,Freehold
11046,3,0,600,440,12500,5,26,3,7.5,Ready to Move,Normal Tiles/Kotah Stone,Y,Unfurnished,East,Resale,Apartment,Mumbai,2,0,1,1,Freehold
11047,4,1,1405,1050,23000,89,25,7,32.315,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Mumbai,3,1,3,1,Freehold
11048,19,1,1500,1200,38667,0,20,29,13.4999095,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,3,0,3,3,Freehold
11049,4,0,1000,850,26000,17,15,7,26.0,Ready to Move,Vitrified,N,Furnished,East,Resale,Apartment,Mumbai,2,1,2,1,Freehold
11050,7,1,1470,1275,37346,89,13,7,13.4999095,Ready to Move,Wooden,N,Furnished,West,Resale,Apartment,Mumbai,3,1,3,1,Freehold
11051,9,0,1260,800,25000,16,36,14,31.5,Ready to Move,Vitrified,Y,Semi-Furnished,West,Resale,Apartment,Mumbai,2,1,3,1,Co-operative Society
11052,2,0,1540,1200,27597,89,22,7,42.49938,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Mumbai,2,1,3,1,Freehold
11053,4,0,1387,1020,21269,6,26,7,29.500103,Ready to Move,Marbonite,Y,Unfurnished,South -West,Resale,Apartment,Mumbai,3,1,3,1,Co-operative Society
11054,12,0,890,790,30337,15,11,13,26.99993,Ready to Move,Wooden,N,Semi-Furnished,East,Resale,Apartment,Mumbai,2,1,2,2,Freehold
11055,4,0,1350,1080,33333,13,20,11,44.99955,Ready to Move,Vitrified,Y,Unfurnished,West,Resale,Apartment,Mumbai,3,1,3,1,Freehold
11056,2,1,1800,1120,18333,89,37,15,32.9994,Ready to Move,Marble,Y,Unfurnished,West,Resale,Apartment,Mumbai,3,1,3,2,Freehold
11057,8,3,600,420,23333,90,30,14,13.9998,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Mumbai,1,1,1,1,Freehold
11058,16,1,3500,2000,28571,89,42,19,13.4999095,Ready to Move,Wooden,Y,Furnished,North - West,Resale,Apartment,Mumbai,4,1,4,1,Freehold
11059,7,0,1600,985,20312,90,38,30,32.4992,Ready to Move,Marble,N,Furnished,South,Resale,Apartment,Mumbai,3,1,3,4,Co-operative Society
11060,5,0,800,720,27500,15,10,6,22.0,Ready to Move,Vitrified,Y,Unfurnished,East,Resale,Apartment,Mumbai,2,1,2,1,Co-operative Society
11061,7,0,875,650,26286,17,25,25,23.00025,Ready to Move,Marble,N,Semi-Furnished,East,Resale,Apartment,Mumbai,2,1,2,1,Freehold
11062,10,1,1250,1250,20000,89,0,25,25.0,Ready to Move,Marble,Y,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,1,2,2,Freehold
11063,7,1,1100,720,19636,90,34,7,21.5996,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Mumbai,2,1,2,0,Freehold
11064,11,1,400,305,28750,27,23,20,11.5,Under Construction,Vitrified,Y,Semi-Furnished,East,New Property,Apartment,Mumbai,1,1,1,1,Freehold
11065,5,2,1100,7125,23181,90,-547,16,25.4991,Ready to Move,Vitrified,Y,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,2,1,2,0,Co-operative Society
11066,12,1,750,580,25333,8,22,18,18.99975,Ready to Move,Vitrified,Y,Semi-Furnished,East,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11067,14,130,2200,1522,21227,90,30,28,46.6994,Under Construction,Vitrified,N,Semi-Furnished,Unknown,New Property,Apartment,Mumbai,2,1,3,1,Freehold
11068,21,14,2010,1523,22985,90,24,33,46.19985,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Mumbai,4,1,3,1,Freehold
11069,12,0,1300,1100,24615,90,15,15,31.9995,Ready to Move,Vitrified,Y,Unfurnished,East,New Property,Apartment,Mumbai,3,1,3,2,Freehold
11070,12,0,1050,805,26190,90,23,15,27.4995,Ready to Move,Vitrified,Y,Unfurnished,East,New Property,Apartment,Mumbai,3,1,3,1,Freehold
11071,2,0,800,600,17250,90,25,4,13.8,Ready to Move,Vitrified,Y,Unfurnished,North,Resale,Apartment,Mumbai,2,1,2,1,Co-operative Society
11072,2,0,2000,1650,30500,90,17,6,13.4999095,Ready to Move,Vitrified,Y,Furnished,East,Resale,Apartment,Mumbai,4,1,4,1,Freehold
11073,9,0,1799,1550,18899,90,13,18,33.999301,Ready to Move,Marble,Y,Semi-Furnished,East,New Property,Apartment,Mumbai,3,1,3,3,Freehold
11074,6,0,1735,1400,31123,90,19,7,53.998405,Ready to Move,Ceramic Tiles,Y,Semi-Furnished,East,Resale,Apartment,Mumbai,4,1,4,1,Freehold
11075,12,1,1607,1150,34225,90,28,30,13.4999095,Ready to Move,Vitrified,Y,Unfurnished,East,New Property,Apartment,Mumbai,3,1,3,2,Freehold
11076,12,2,1229,938,24410,90,23,18,29.99989,Ready to Move,Marbonite,Y,Semi-Furnished,North,Resale,Apartment,Mumbai,2,1,2,1,Co-operative Society
11077,10,3,1600,1400,43125,90,12,30,13.4999095,Ready to Move,Marble,Y,Furnished,East,Resale,Apartment,Mumbai,3,1,3,1,Freehold
11078,5,10,716,448,18854,90,37,16,13.499464,Under Construction,Vitrified,Y,Unfurnished,East,New Property,Apartment,Mumbai,2,1,1,0,Leasehold
11079,5,0,1700,1100,23529,89,35,20,39.9993,Ready to Move,Marble,Y,Furnished,North - East,Resale,Apartment,Mumbai,3,1,3,1,Freehold
11080,7,5,756,756,40002,89,0,12,30.241512,Under Construction,Marble,Y,Semi-Furnished,East,New Property,Apartment,Mumbai,2,1,2,1,Freehold
11081,22,7,1425,864,22807,44,39,22,32.499975,Ready to Move,Vitrified,Y,Unfurnished,East,New Property,Apartment,Mumbai,2,1,2,1,Freehold
11082,5,0,600,458,41667,0,23,22,25.0002,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11083,3,0,650,496,38462,0,23,4,25.0003,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11084,0,0,520,397,23077,0,23,4,12.00004,Ready to Move,Mosaic,N,Semi-Furnished,East,Resale,Apartment,Mumbai,2,0,1,2,Freehold
11085,6,0,640,488,33594,0,23,18,21.50016,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11086,2,0,1090,832,17431,0,23,15,18.99979,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11087,2,0,310,230,19355,1,25,6,6.00005,Ready to Move,Vitrified,Y,Unfurnished,North,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11088,1,0,555,425,27027,90,23,5,14.999985,Ready to Move,Vitrified,Y,Unfurnished,East,Resale,Apartment,Mumbai,2,1,1,1,Freehold
11089,10,0,800,610,20000,0,23,15,16.0,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11090,3,0,800,550,22500,0,31,3,18.0,Ready to Move,Vitrified,Y,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11091,0,0,450,343,31111,0,23,14,13.99995,Ready to Move,Vitrified,Y,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,0,1,0,Freehold
11092,8,0,570,435,32456,0,23,10,18.49992,Under Construction,Vitrified,N,Unfurnished,East,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11093,1,0,806,615,24194,0,23,7,19.500364,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11094,7,2,585,585,30769,2,0,7,17.999865,Ready to Move,Marble,N,Furnished,West,New Property,Apartment,Mumbai,2,0,1,1,Freehold
11095,13,0,4450,3300,30337,0,25,14,13.4999095,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Penthouse,Mumbai,5,0,4,5,Freehold
11096,14,1,900,585,29444,1,35,16,26.4996,Ready to Move,Vitrified,N,Furnished,North,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11097,2,1,575,461,23478,89,19,4,13.49985,Ready to Move,Ceramic Tiles,N,Semi-Furnished,West,Resale,Apartment,Mumbai,1,1,1,1,Co-operative Society
11098,12,0,1750,1336,17143,0,23,19,30.00025,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,3,0,3,5,Freehold
11099,0,0,462,352,28139,0,23,5,13.000218,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11100,7,0,270,206,16667,0,23,8,4.50009,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11101,6,0,944,720,18114,0,23,8,17.099616,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11102,5,0,1500,1145,38333,0,23,16,13.4999095,Ready to Move,Vitrified,N,Furnished,East,Resale,Apartment,Mumbai,3,0,3,1,Freehold
11103,18,1,1550,1550,32258,2,0,25,49.9999,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,3,0,3,1,Freehold
11104,7,0,700,555,28571,0,20,7,19.9997,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,New Property,Apartment,Mumbai,2,0,1,1,Co-operative Society
11105,4,0,1200,916,16667,0,23,7,20.0004,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11106,16,0,999,762,17518,0,23,17,17.500482,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11107,1,1,600,585,24167,1,2,6,14.5002,Ready to Move,Wooden,N,Furnished,Unknown,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11108,0,0,600,560,50000,0,6,4,30.0,Ready to Move,Vitrified,Y,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11109,5,0,1470,1122,23810,0,23,8,35.0007,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,3,0,3,1,Freehold
11110,4,0,380,290,27632,0,23,5,10.50016,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11111,0,0,565,465,29204,0,17,4,16.50026,Ready to Move,Vitrified,Y,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,0,1,1,Freehold
11112,8,0,2700,2000,44444,89,25,22,13.4999095,Ready to Move,Vitrified,N,Furnished,North - East,Resale,Apartment,Mumbai,4,1,4,5,Freehold
11113,8,0,750,572,28000,0,23,14,21.0,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11114,2,0,430,400,9767,0,6,3,4.19981,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Builder Floor Apartment,Mumbai,1,0,1,1,Freehold
11115,3,0,600,458,13333,0,23,4,7.9998,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11116,1,0,451,365,9000000,1,19,4,9.0,Ready to Move,Vitrified,Y,Unfurnished,West,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11117,3,0,500,381,20000,0,23,4,10.0,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11118,2,0,642,520,13000000,0,19,6,13.0,Ready to Move,Granite,N,Furnished,North - East,Resale,Apartment,Mumbai,2,0,1,1,Co-operative Society
11119,1,0,595,540,31933,0,9,3,19.000135,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11120,7,0,1180,901,14407,0,23,8,17.00026,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,2,0,2,0,Freehold
11121,5,0,1515,1156,17162,4,23,16,26.00043,Ready to Move,Vitrified,Y,Furnished,East,Resale,Apartment,Mumbai,3,1,3,1,Freehold
11122,3,0,522,398,24904,0,23,4,12.999888,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Builder Floor Apartment,Mumbai,2,0,2,1,Freehold
11123,2,0,508,387,24606,0,23,6,12.499848,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,0,1,1,Freehold
11124,7,0,595,454,19664,89,23,7,11.70008,Ready to Move,Vitrified,Y,Unfurnished,South,Resale,Apartment,Mumbai,1,1,1,1,Co-operative Society
11125,6,0,850,649,23529,0,23,7,19.99965,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11126,1,0,610,465,23770,0,23,5,14.4997,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Builder Floor Apartment,Mumbai,2,0,1,1,Freehold
11127,4,1,450,350,18889,89,22,4,8.50005,Ready to Move,Ceramic Tiles,N,Unfurnished,West,Resale,Apartment,Mumbai,1,1,1,1,Co-operative Society
11128,14,0,1540,1175,16883,0,23,16,25.99982,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,2,0,3,4,Freehold
11129,3,1,375,269,16533,2,28,14,6.199875,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11130,3,1,1978,1600,60000000,90,19,7,13.4999095,Ready to Move,Ceramic Tiles,N,Semi-Furnished,North,Resale,Apartment,Mumbai,4,1,4,1,Freehold
11131,1,0,415,316,36145,0,23,5,15.000175,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,2,0,1,1,Freehold
11132,5,1,994,759,22636,0,23,16,22.500184,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11133,5,0,412,450,23058,3,-9,9,9.499896,Ready to Move,Vitrified,N,Semi-Furnished,North - East,New Property,Apartment,Mumbai,2,0,1,1,Freehold
11134,12,0,2225,1800,100000000,0,19,22,13.4999095,Ready to Move,Vitrified,Y,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,4,0,4,4,Freehold
11135,2,0,430,328,24419,0,23,4,10.50017,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11136,5,0,750,650,22000,5,13,6,16.5,Ready to Move,Vitrified,N,Unfurnished,East,Resale,Apartment,Mumbai,2,0,1,1,Co-operative Society
11137,3,0,1663,1230,22550,0,26,3,37.50065,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,3,0,3,1,Freehold
11138,5,0,215,215,18605,0,0,7,4.000075,Ready to Move,Vitrified,Y,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11139,1,0,415,316,33735,0,23,8,14.000025,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11140,10,0,1000,763,12800,3,23,15,12.8,Ready to Move,Vitrified,Y,Unfurnished,East,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11141,2,1,900,780,22222,0,13,3,19.9998,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11142,4,0,510,389,33333,0,23,16,16.99983,Ready to Move,Vitrified,N,Semi-Furnished,North - East,Resale,Apartment,Mumbai,2,0,2,1,Co-operative Society
11143,4,0,1395,1065,25090,0,23,9,35.00055,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,3,0,3,1,Freehold
11144,5,0,311,237,32154,0,23,7,9.999894,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11145,5,0,600,458,23333,0,23,6,13.9998,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,2,0,2,0,Freehold
11146,3,0,1700,1298,22353,0,23,13,38.0001,Ready to Move,Vitrified,N,Furnished,East,Resale,Apartment,Mumbai,3,0,3,1,Freehold
11147,0,0,400,305,22500,3,23,4,9.0,Ready to Move,Vitrified,Y,Unfurnished,West,Resale,Apartment,Mumbai,1,0,1,1,Co-operative Society
11148,7,0,780,595,21794,4,23,9,16.99932,Ready to Move,Marble,Y,Unfurnished,West,Resale,Apartment,Mumbai,2,1,2,1,Freehold
11149,1,0,330,251,9091,90,23,1,3.00003,Ready to Move,Marble,N,Semi-Furnished,North - East,Resale,Residential House,Mumbai,1,1,1,1,Power Of Attorney
11150,2,0,284,230,6000000,0,19,7,6.0,Ready to Move,Vitrified,Y,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11151,1,0,432,350,10500000,0,19,3,10.5,Ready to Move,Vitrified,Y,Unfurnished,Unknown,Resale,Residential House,Mumbai,1,0,1,1,Freehold
11152,9,0,890,750,17978,2,15,16,16.00042,Ready to Move,Vitrified,N,Semi-Furnished,South - East,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11153,20,0,360,274,15278,0,23,25,5.50008,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,1,0,1,3,Freehold
11154,2,32,675,550,20741,0,18,4,14.000175,Ready to Move,Marble,Y,Unfurnished,West,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11155,0,0,500,381,24000,0,23,4,12.0,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,2,0,1,1,Freehold
11156,1,0,550,419,23636,0,23,4,12.9998,Ready to Move,Vitrified,N,Semi-Furnished,East,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11157,2,0,400,305,25000,0,23,4,10.0,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11158,4,0,640,640,26562,4,0,6,16.99968,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,1,2,1,Freehold
11159,8,0,889,678,32058,0,23,9,28.499562,Ready to Move,Vitrified,N,Unfurnished,North,Resale,Apartment,Mumbai,3,0,3,0,Freehold
11160,0,0,850,625,21764,0,26,4,18.4994,Ready to Move,Vitrified,Y,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11161,17,1,1790,1140,27069,90,36,29,48.45351,Ready to Move,Vitrified,Y,Semi-Furnished,East,Resale,Apartment,Mumbai,3,1,3,1,Freehold
11162,10,1,680,580,25000,89,14,25,17.0,Ready to Move,Vitrified,Y,Unfurnished,North - East,Resale,Apartment,Mumbai,2,1,1,2,Freehold
11163,5,4,550,440,16363,90,20,10,8.99965,Ready to Move,Ceramic Tiles,Y,Semi-Furnished,South - East,Resale,Apartment,Mumbai,1,1,1,1,Freehold
11164,9,0,945,765,33000000,4,19,10,33.0,Ready to Move,Vitrified,Y,Unfurnished,East,New Property,Apartment,Mumbai,2,0,2,1,Freehold
11165,25,6,1550,1360,33870,90,12,27,52.4985,Ready to Move,Ceramic Tiles,Y,Semi-Furnished,North - East,New Property,Apartment,Mumbai,3,1,3,3,Freehold
11166,11,0,1400,1100,27142,90,21,17,37.9988,Ready to Move,Vitrified,Y,Semi-Furnished,North - East,New Property,Apartment,Mumbai,3,1,3,2,Freehold
11167,1,0,618,500,15000000,0,19,7,15.0,Ready to Move,Vitrified,Y,Unfurnished,Unknown,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11168,15,0,2750,2099,53818,0,23,16,13.4999095,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,5,0,5,1,Freehold
11169,4,0,1100,839,26364,0,23,7,29.0004,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Residential House,Mumbai,2,0,2,1,Freehold
11170,7,0,775,591,28387,0,23,22,21.999925,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11171,11,1,1500,1150,19933,12,23,15,29.8995,Ready to Move,Vitrified,N,Semi-Furnished,North,Resale,Apartment,Mumbai,3,1,3,4,Freehold
11172,15,0,600,500,24167,89,16,21,14.5002,Ready to Move,Vitrified,N,Furnished,North - East,Resale,Apartment,Mumbai,2,1,1,2,Co-operative Society
11173,2,0,400,305,12500,0,23,4,5.0,Ready to Move,Vitrified,N,Unfurnished,North - East,Resale,Apartment,Mumbai,1,0,1,1,Freehold
11174,3,0,1640,1210,27439,28,26,3,44.99996,Ready to Move,Vitrified,N,Unfurnished,North - West,Resale,Apartment,Mumbai,3,1,3,1,Freehold
11175,7,0,650,496,26923,2,23,11,17.49995,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11176,2,0,745,550,24832,0,26,8,18.49984,Ready to Move,Vitrified,N,Furnished,South,Resale,Apartment,Mumbai,2,0,2,1,Freehold
11177,4,0,650,496,29231,0,23,7,19.00015,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,2,0,1,1,Freehold
11178,4,0,630,481,27778,0,23,16,17.50014,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Apartment,Mumbai,2,0,1,1,Freehold
11179,2,0,1000,740,26000,89,26,7,26.0,Ready to Move,Vitrified,N,Semi-Furnished,South,New Property,Apartment,Mumbai,2,1,2,1,Freehold
11180,3,0,1250,954,36000,0,23,7,45.0,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,3,0,3,1,Freehold
11181,14,1,1696,1096,28007,90,35,29,47.499872,Ready to Move,Vitrified,Y,Semi-Furnished,East,Resale,Apartment,Mumbai,3,1,3,2,Co-operative Society
11182,0,0,515,465,15534,0,9,4,8.00001,Ready to Move,Vitrified,Y,Semi-Furnished,West,Resale,Apartment,Mumbai,1,0,1,1,Co-operative Society
11183,12,0,1250,650,20000,0,48,22,25.0,Ready to Move,Vitrified,N,Unfurnished,Unknown,Resale,Apartment,Mumbai,2,0,2,5,Freehold
11184,1,0,960,700,21875,0,27,12,21.0,Ready to Move,Vitrified,N,Semi-Furnished,Unknown,Resale,Apartment,Mumbai,3,0,2,1,Freehold
11185,9,1,1090,832,19266,0,23,25,20.99994,Ready to Move,Vitrified,N,Furnished,Unknown,Resale,Residential House,Mumbai,2,0,2,1,Freehold
